Media,Detail,Unit,Concentration,Year,Month,Longitude_east,Latitude_north,Reference,Sample_Size_and scope,Methodology,Backup_information
water,surface water,ng/L,900,2019,1,110.426528,19.2535,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 267 drainage channels","Surface water was collected at depths below 295 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.246 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.442667,19.222139,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 268 drainage channels","Surface water was collected at depths below 296 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.247 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.466111,19.211861,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 269 drainage channels","Surface water was collected at depths below 297 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.248 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.464833,19.192278,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 270 drainage channels","Surface water was collected at depths below 298 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.249 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.488556,19.195917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 271 drainage channels","Surface water was collected at depths below 299 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.250 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.502722,19.16475,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 272 drainage channels","Surface water was collected at depths below 300 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.251 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.500611,19.136972,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 273 drainage channels","Surface water was collected at depths below 301 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.252 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.520417,19.147667,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 274 drainage channels","Surface water was collected at depths below 302 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.253 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.528694,19.133917,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 275 drainage channels","Surface water was collected at depths below 303 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.254 μg/L, respectively. Chlorpyrifos was the primary LP detected"
water,surface water,ng/L,900,2019,1,110.538333,19.153111,"Pesticides in surface waters of tropical river basins draining areas with rice–vegetable rotations in Hainan, China: Occurrence, relation to environmental factors, and risk assessment","The study was conducted in the Nandu River basin (NRB) and the Wanquan River basin (WRB) in Hainan, China, which are dominated by rice–vegetable rotation systems. A total of 256 surface water samples were collected from 64 sites, including 22 creeks, 20 streams, and 276 drainage channels","Surface water was collected at depths below 304 cm, grabbed repeatedly three times at each site, and mixed into composite samples","Carbendazim and imidacloprid were the most prevalent CUPs, found in 59.8% and 17.7% of samples at concentrations exceeding 0.255 μg/L, respectively. Chlorpyrifos was the primary LP detected"
